Date,Team,Opponent,Covered,Prediction,Vegas Line,Result,Prediction
1/23/2022,ATL,CHO,1,1,ATL 1.5,ATL 1.5,ATL 1.5
1/23/2022,CHO,ATL,0,1,CHO -1.5,ATL 1,CHO -1.5
1/23/2022,LAL,MIA,0,0,LAL 4.0,MIA -4,MIA -4
1/23/2022,WAS,BOS,0,0,WAS 2.0,BOS -2,BOS -2
1/23/2022,POR,TOR,1,1,POR 8.0,POR 8.0,POR 8.0
1/23/2022,DEN,DET,0,0,DEN -12.0,DET 12,DET 12
1/23/2022,LAC,NYK,0,0,LAC 4.0,NYK -4,NYK -4
1/23/2022,TOR,POR,0,0,TOR -8.0,POR 8,POR 8
1/23/2022,DAL,MEM,1,1,DAL -4.0,DAL -4.0,DAL -4.0
1/23/2022,GSW,UTA,0,0,GSW -2.0,UTA 2,UTA 2
1/23/2022,ORL,CHI,1,0,ORL 3.5,ORL 3.5,CHI -3
1/23/2022,MEM,DAL,0,0,MEM 4.0,DAL -4,DAL -4
1/23/2022,MIA,LAL,1,1,MIA -4.0,MIA -4.0,MIA -4.0
1/23/2022,UTA,GSW,0,1,UTA 2.0,GSW -2,UTA 2.0
1/22/2022,PHO,IND,0,1,PHO -13.0,IND 13,PHO -13.0
1/22/2022,CLE,OKC,0,0,CLE -12.0,OKC 12,OKC 12
1/22/2022,MIL,SAC,0,0,MIL -8.0,SAC 8,SAC 8
1/22/2022,IND,PHO,1,1,IND 13.0,IND 13.0,IND 13.0
1/22/2022,OKC,CLE,1,0,OKC 12.0,OKC 12.0,CLE -12
1/22/2022,SAC,MIL,1,1,SAC 8.0,SAC 8.0,SAC 8.0
1/21/2022,TOR,WAS,1,0,TOR -2.5,TOR -2.5,WAS 2
1/21/2022,GSW,HOU,0,0,GSW -11.5,HOU 11,HOU 11
1/21/2022,LAL,ORL,1,0,LAL -4.5,LAL -4.5,ORL 4
1/21/2022,MIL,CHI,0,0,MIL -11.0,CHI 11,CHI 11
1/21/2022,ATL,MIA,1,1,ATL -1.5,ATL -1.5,ATL -1.5
1/21/2022,DEN,MEM,0,1,DEN -3.5,MEM 3,DEN -3.5
1/21/2022,BOS,POR,0,0,BOS -8.0,POR 8,POR 8
1/21/2022,UTA,DET,0,0,UTA -14.5,DET 14,DET 14
1/21/2022,BRK,SAS,1,0,BRK 1.0,BRK 1.0,SAS -1
1/21/2022,LAC,PHI,1,0,LAC 7.5,LAC 7.5,PHI -7
1/21/2022,WAS,TOR,0,1,WAS 2.5,TOR -2,WAS 2.5
1/21/2022,MEM,DEN,1,0,MEM 3.5,MEM 3.5,DEN -3
1/21/2022,PHI,LAC,0,0,PHI -7.5,LAC 7,LAC 7
1/21/2022,ORL,LAL,0,0,ORL 4.5,LAL -4,LAL -4
1/21/2022,CHO,OKC,1,1,CHO -8.5,CHO -8.5,CHO -8.5
1/21/2022,HOU,GSW,1,1,HOU 11.5,HOU 11.5,HOU 11.5
1/21/2022,SAS,BRK,0,0,SAS -1.0,BRK 1,BRK 1
1/21/2022,OKC,CHO,0,0,OKC 8.5,CHO -8,CHO -8
1/21/2022,DET,UTA,1,1,DET 14.5,DET 14.5,DET 14.5
1/21/2022,MIA,ATL,0,1,MIA 1.5,ATL -1,MIA 1.5
1/21/2022,CHI,MIL,0,0,CHI -8.5,MIL 8,MIL 8
1/21/2022,POR,BOS,1,0,POR 8.0,POR 8.0,BOS -8
1/20/2022,GSW,IND,0,0,GSW -16.5,IND 16,IND 16
1/20/2022,NOP,NYK,1,1,NOP 3.5,NOP 3.5,NOP 3.5
1/20/2022,IND,GSW,1,1,IND 16.5,IND 16.5,IND 16.5
1/20/2022,DAL,PHO,0,1,DAL 2.0,PHO -2,DAL 2.0
1/20/2022,PHO,DAL,1,1,PHO -2.0,PHO -2.0,PHO -2.0
1/20/2022,NYK,NOP,0,0,NYK -3.5,NOP 3,NOP 3
1/19/2022,IND,LAL,1,0,IND 3.5,IND 3.5,LAL -3
1/19/2022,LAC,DEN,1,1,LAC 9.5,LAC 9.5,LAC 9.5
1/19/2022,POR,MIA,0,1,POR 9.0,MIA -9,POR 9.0
1/19/2022,DEN,LAC,0,1,DEN -9.5,LAC 9,DEN -9.5
1/19/2022,DAL,TOR,0,1,DAL -4.0,TOR 4,DAL -4.0
1/19/2022,SAC,DET,0,0,SAC -7.5,DET 7,DET 7
1/19/2022,MIA,POR,1,1,MIA -9.0,MIA -9.0,MIA -9.0
1/19/2022,MEM,MIL,0,1,MEM 6.5,MIL -6,MEM 6.5
1/19/2022,BRK,WAS,1,1,BRK 1.0,BRK 1.0,BRK 1.0
1/19/2022,BOS,CHO,0,1,BOS -3.0,CHO 3,BOS -3.0
1/19/2022,CHO,BOS,1,1,CHO 3.0,CHO 3.0,CHO 3.0
1/19/2022,SAS,OKC,1,0,SAS -7.0,SAS -7.0,OKC 7
1/19/2022,UTA,HOU,0,0,UTA -14.0,HOU 14,HOU 14
1/19/2022,LAL,IND,0,0,LAL -3.5,IND 3,IND 3
1/19/2022,TOR,DAL,0,0,TOR 4.0,DAL -4,DAL -4
1/19/2022,CHI,CLE,1,0,CHI 3.0,CHI 3.0,CLE -3
1/19/2022,PHI,ORL,1,0,PHI -11.5,PHI -11.5,ORL 11
1/19/2022,WAS,BRK,0,1,WAS -1.0,BRK 1,WAS -1.0
1/19/2022,MIL,MEM,1,0,MIL -6.5,MIL -6.5,MEM 6
1/19/2022,CLE,CHI,0,0,CLE -3.0,CHI 3,CHI 3
1/19/2022,DET,SAC,1,0,DET 7.5,DET 7.5,SAC -7
1/19/2022,OKC,SAS,0,1,OKC 7.0,SAS -7,OKC 7.0
1/19/2022,HOU,UTA,1,1,HOU 14.0,HOU 14.0,HOU 14.0
1/19/2022,ATL,MIN,1,0,ATL -1.5,ATL -1.5,MIN 1
1/19/2022,ORL,PHI,0,1,ORL 11.5,PHI -11,ORL 11.5
1/19/2022,MIN,ATL,0,0,MIN 1.5,ATL -1,ATL -1
1/18/2022,GSW,DET,1,0,GSW -15.5,GSW -15.5,DET 15
1/18/2022,MIN,NYK,0,0,MIN -3.5,NYK 3,NYK 3
1/18/2022,DET,GSW,0,0,DET 15.5,GSW -15,GSW -15
1/18/2022,NYK,MIN,1,1,NYK 3.5,NYK 3.5,NYK 3.5
1/17/2022,CHI,MEM,0,0,CHI 2.5,MEM -2,MEM -2
1/17/2022,BOS,NOP,1,1,BOS -4.5,BOS -4.5,BOS -4.5
1/17/2022,CLE,BRK,1,1,CLE -4.0,CLE -4.0,CLE -4.0
1/17/2022,ATL,MIL,1,0,ATL 5.0,ATL 5.0,MIL -5
1/17/2022,PHI,WAS,0,0,PHI -1.5,WAS 1,WAS 1
1/17/2022,POR,ORL,1,0,POR -2.0,POR -2.0,ORL 2
1/17/2022,PHO,SAS,1,1,PHO -4.0,PHO -4.0,PHO -4.0
1/17/2022,UTA,LAL,0,0,UTA -5.0,LAL 5,LAL 5
1/17/2022,SAS,PHO,0,0,SAS 4.0,PHO -4,PHO -4
1/17/2022,LAC,IND,1,0,LAC -2.0,LAC -2.0,IND 2
1/17/2022,MEM,CHI,1,0,MEM -8.5,MEM -8.5,CHI 8
1/17/2022,NYK,CHO,0,1,NYK -2.5,CHO 2,NYK -2.5
1/17/2022,IND,LAC,0,0,IND 2.0,LAC -2,LAC -2
1/17/2022,MIL,ATL,0,0,MIL -5.0,ATL 5,ATL 5
1/17/2022,TOR,MIA,0,0,TOR 4.0,MIA -4,MIA -4
1/17/2022,WAS,PHI,1,1,WAS 1.5,WAS 1.5,WAS 1.5
1/17/2022,DAL,OKC,0,0,DAL -11.5,OKC 11,OKC 11
1/17/2022,OKC,DAL,1,1,OKC 11.5,OKC 11.5,OKC 11.5
1/17/2022,BRK,CLE,0,1,BRK 4.0,CLE -4,BRK 4.0
1/17/2022,CHO,NYK,1,1,CHO 2.5,CHO 2.5,CHO 2.5
1/17/2022,MIA,TOR,1,1,MIA -4.0,MIA -4.0,MIA -4.0
1/17/2022,LAL,UTA,1,0,LAL 5.0,LAL 5.0,UTA -5
1/17/2022,NOP,BOS,0,1,NOP 4.5,BOS -4,NOP 4.5
1/17/2022,ORL,POR,0,0,ORL 2.0,POR -2,POR -2
1/16/2022,HOU,SAC,1,0,HOU 4.5,HOU 4.5,SAC -4
1/16/2022,MIN,GSW,1,1,MIN -4.5,MIN -4.5,MIN -4.5
1/16/2022,UTA,DEN,1,0,UTA -5.0,UTA -5.0,DEN 5
1/16/2022,DET,PHO,0,1,DET 11.5,PHO -11,DET 11.5
1/16/2022,GSW,MIN,0,1,GSW 4.5,MIN -4,GSW 4.5
1/16/2022,PHO,DET,1,0,PHO -11.5,PHO -11.5,DET 11
1/16/2022,DEN,UTA,0,1,DEN 5.0,UTA -5,DEN 5.0
1/16/2022,SAC,HOU,0,0,SAC -4.5,HOU 4,HOU 4
1/15/2022,LAC,SAS,0,0,LAC 1.5,SAS -1,SAS -1
1/15/2022,WAS,POR,0,0,WAS -7.5,POR 7,POR 7
1/15/2022,MIA,PHI,0,1,MIA -3.0,PHI 3,MIA -3.0
1/15/2022,DEN,LAL,1,1,DEN -4.5,DEN -4.5,DEN -4.5
1/15/2022,PHI,MIA,1,1,PHI 3.0,PHI 3.0,PHI 3.0
1/15/2022,BOS,CHI,0,1,BOS -7.5,CHI 7,BOS -7.5
1/15/2022,BRK,NOP,1,0,BRK -5.5,BRK -5.5,NOP 5
1/15/2022,POR,WAS,1,0,POR 7.5,POR 7.5,WAS -7
1/15/2022,SAS,LAC,1,0,SAS -1.5,SAS -1.5,LAC 1
1/15/2022,DAL,ORL,1,1,DAL -12.0,DAL -12.0,DAL -12.0
1/15/2022,CLE,OKC,0,0,CLE -5.0,OKC 5,OKC 5
1/15/2022,ORL,DAL,0,1,ORL 12.0,DAL -12,ORL 12.0
1/15/2022,LAL,DEN,0,0,LAL 4.5,DEN -4,DEN -4
1/15/2022,NOP,BRK,0,1,NOP 5.5,BRK -5,NOP 5.5
1/15/2022,OKC,CLE,0,1,OKC 5.0,CLE -5,OKC 5.0
1/15/2022,MIL,TOR,0,0,MIL -7.5,TOR 7,TOR 7
1/15/2022,TOR,MIL,1,1,TOR 7.5,TOR 7.5,TOR 7.5
1/15/2022,NYK,ATL,1,1,NYK 1.5,NYK 1.5,NYK 1.5
1/15/2022,ATL,NYK,0,0,ATL -1.5,NYK 1,NYK 1
1/14/2022,TOR,DET,0,0,TOR -9.5,DET 9,DET 9
1/14/2022,CLE,SAS,1,0,CLE -3.0,CLE -3.0,SAS 3
1/14/2022,IND,PHO,0,0,IND 6.0,PHO -6,PHO -6
1/14/2022,MIA,ATL,1,1,MIA -5.5,MIA -5.5,MIA -5.5
1/14/2022,GSW,CHI,1,1,GSW 2.5,GSW 2.5,GSW 2.5
1/14/2022,MEM,DAL,0,1,MEM -2.5,DAL 2,MEM -2.5
1/14/2022,ORL,CHO,1,1,ORL 11.0,ORL 11.0,ORL 11.0
1/14/2022,PHO,IND,1,0,PHO -6.0,PHO -6.0,IND 6
1/14/2022,CHO,ORL,0,1,CHO -11.0,ORL 11,CHO -11.0
1/14/2022,SAS,CLE,0,0,SAS 3.0,CLE -3,CLE -3
1/14/2022,SAC,HOU,1,0,SAC -5.0,SAC -5.0,HOU 5
1/14/2022,PHI,BOS,1,1,PHI -3.0,PHI -3.0,PHI -3.0
1/14/2022,DET,TOR,1,0,DET 9.5,DET 9.5,TOR -9
1/14/2022,DAL,MEM,1,1,DAL 2.5,DAL 2.5,DAL 2.5
1/14/2022,BOS,PHI,0,1,BOS 3.0,PHI -3,BOS 3.0
1/14/2022,ATL,MIA,0,0,ATL 5.5,MIA -5,MIA -5
1/14/2022,HOU,SAC,0,0,HOU 5.0,SAC -5,SAC -5
1/14/2022,CHI,GSW,0,0,CHI -11.0,GSW 11,GSW 11
1/13/2022,MIL,GSW,1,1,MIL -1.0,MIL -1.0,MIL -1.0
1/13/2022,OKC,BRK,1,0,OKC 5.5,OKC 5.5,BRK -5
1/13/2022,NOP,LAC,1,1,NOP -3.5,NOP -3.5,NOP -3.5
1/13/2022,BRK,OKC,0,0,BRK -5.5,OKC 5,OKC 5
1/13/2022,POR,DEN,0,1,POR 11.5,DEN -11,POR 11.5
1/13/2022,GSW,MIL,0,0,GSW 1.0,MIL -1,MIL -1
1/13/2022,DEN,POR,1,0,DEN -11.5,DEN -11.5,POR 11
1/13/2022,MEM,MIN,1,1,MEM -3.0,MEM -3.0,MEM -3.0
1/13/2022,LAC,NOP,0,0,LAC 3.5,NOP -3,NOP -3
1/13/2022,MIN,MEM,0,1,MIN 3.0,MEM -3,MIN 3.0
1/12/2022,BRK,CHI,1,0,BRK -1.5,BRK -1.5,CHI 1
1/12/2022,WAS,ORL,0,0,WAS -6.5,ORL 6,ORL 6
1/12/2022,SAS,HOU,0,0,SAS -7.0,HOU 7,HOU 7
1/12/2022,HOU,SAS,1,0,HOU 7.0,HOU 7.0,SAS -7
1/12/2022,SAC,LAL,1,0,SAC 4.0,SAC 4.0,LAL -4
1/12/2022,MIA,ATL,1,1,MIA 2.5,MIA 2.5,MIA 2.5
1/12/2022,CHI,BRK,0,1,CHI 5.5,BRK -5,CHI 5.5
1/12/2022,ORL,WAS,1,0,ORL 6.5,ORL 6.5,WAS -6
1/12/2022,CLE,UTA,1,1,CLE 5.0,CLE 5.0,CLE 5.0
1/12/2022,NYK,DAL,1,1,NYK 2.5,NYK 2.5,NYK 2.5
1/12/2022,PHI,CHO,0,1,PHI -5.5,CHO 5,PHI -5.5
1/12/2022,ATL,MIA,0,0,ATL -2.5,MIA 2,MIA 2
1/12/2022,UTA,CLE,0,0,UTA -5.0,CLE 5,CLE 5
1/12/2022,BOS,IND,1,1,BOS 1.0,BOS 1.0,BOS 1.0
1/12/2022,LAL,SAC,0,0,LAL -4.0,SAC 4,SAC 4
1/12/2022,IND,BOS,0,0,IND -1.0,BOS 1,BOS 1
1/12/2022,CHO,PHI,1,1,CHO 5.5,CHO 5.5,CHO 5.5
1/12/2022,DAL,NYK,0,1,DAL -2.5,NYK 2,DAL -2.5
1/11/2022,PHO,TOR,0,1,PHO -4.5,TOR 4,PHO -4.5
1/11/2022,GSW,MEM,0,0,GSW -2.0,MEM 2,MEM 2
1/11/2022,NOP,MIN,1,0,NOP 3.5,NOP 3.5,MIN -3
1/11/2022,OKC,WAS,1,0,OKC 7.0,OKC 7.0,WAS -7
1/11/2022,TOR,PHO,1,1,TOR 4.5,TOR 4.5,TOR 4.5
1/11/2022,MIN,NOP,0,1,MIN -3.5,NOP 3,MIN -3.5
1/11/2022,WAS,OKC,0,0,WAS -7.0,OKC 7,OKC 7
1/11/2022,MEM,GSW,1,1,MEM 2.0,MEM 2.0,MEM 2.0
1/11/2022,LAC,DEN,1,0,LAC 2.5,LAC 2.5,DEN -2
1/11/2022,DEN,LAC,0,0,DEN -2.5,LAC 2,LAC 2
1/10/2022,MIL,CHO,0,0,MIL -3.0,CHO 3,CHO 3
1/10/2022,PHI,HOU,1,1,PHI -10.0,PHI -10.0,PHI -10.0
1/10/2022,IND,BOS,1,1,IND 9.0,IND 9.0,IND 9.0
1/10/2022,CHO,MIL,1,1,CHO 3.0,CHO 3.0,CHO 3.0
1/10/2022,UTA,DET,0,0,UTA -11.0,DET 11,DET 11
1/10/2022,SAC,CLE,1,0,SAC 5.5,SAC 5.5,CLE -5
1/10/2022,DET,UTA,1,1,DET 11.0,DET 11.0,DET 11.0
1/10/2022,SAS,NYK,0,0,SAS 6.5,NYK -6,NYK -6
1/10/2022,NYK,SAS,1,0,NYK -6.5,NYK -6.5,SAS 6
1/10/2022,HOU,PHI,0,0,HOU 10.0,PHI -10,PHI -10
1/10/2022,BOS,IND,0,0,BOS -9.0,IND 9,IND 9
1/10/2022,CLE,SAC,0,0,CLE -5.5,SAC 5,SAC 5
1/9/2022,SAC,POR,0,0,SAC -1.5,POR 1,POR 1
1/9/2022,SAS,BRK,1,0,SAS 10.0,SAS 10.0,BRK -10
1/9/2022,BRK,SAS,0,0,BRK -10.0,SAS 10,SAS 10
1/9/2022,DAL,CHI,1,1,DAL -2.0,DAL -2.0,DAL -2.0
1/9/2022,ORL,WAS,1,1,ORL 7.0,ORL 7.0,ORL 7.0
1/9/2022,CLE,GSW,0,1,CLE 8.0,GSW -8,CLE 8.0
1/9/2022,TOR,NOP,0,1,TOR -7.0,NOP 7,TOR -7.0
1/9/2022,HOU,MIN,0,0,HOU 6.5,MIN -6,MIN -6
1/9/2022,LAL,MEM,0,1,LAL -3.0,MEM 3,LAL -3.0
1/9/2022,NOP,TOR,1,0,NOP 7.0,NOP 7.0,TOR -7
1/9/2022,MEM,LAL,1,1,MEM 3.0,MEM 3.0,MEM 3.0
1/9/2022,DEN,OKC,0,0,DEN -7.0,OKC 7,OKC 7
1/9/2022,OKC,DEN,1,0,OKC 7.0,OKC 7.0,DEN -7
1/9/2022,LAC,ATL,1,0,LAC 4.0,LAC 4.0,ATL -4
1/9/2022,ATL,LAC,0,0,ATL -4.0,LAC 4,LAC 4
1/9/2022,POR,SAC,1,0,POR 1.5,POR 1.5,SAC -1
1/9/2022,WAS,ORL,0,0,WAS -7.0,ORL 7,ORL 7
1/9/2022,GSW,CLE,1,0,GSW -8.0,GSW -8.0,CLE 8
1/9/2022,MIN,HOU,1,1,MIN -6.5,MIN -6.5,MIN -6.5
1/8/2022,IND,UTA,1,1,IND 4.5,IND 4.5,IND 4.5
1/8/2022,NYK,BOS,0,0,NYK 8.0,BOS -8,BOS -8
1/8/2022,ORL,DET,0,0,ORL 1.5,DET -1,DET -1
1/8/2022,CHO,MIL,1,1,CHO -1.5,CHO -1.5,CHO -1.5
1/8/2022,BOS,NYK,1,1,BOS -8.0,BOS -8.0,BOS -8.0
1/8/2022,UTA,IND,0,0,UTA -4.5,IND 4,IND 4
1/8/2022,LAC,MEM,0,0,LAC 2.0,MEM -2,MEM -2
1/8/2022,MEM,LAC,1,1,MEM -2.0,MEM -2.0,MEM -2.0
1/8/2022,MIL,CHO,0,0,MIL 1.5,CHO -1,CHO -1
1/8/2022,DET,ORL,1,0,DET -1.5,DET -1.5,ORL 1
1/8/2022,PHO,MIA,0,0,PHO -10.0,MIA 10,MIA 10
1/8/2022,MIA,PHO,1,1,MIA 10.0,MIA 10.0,MIA 10.0
1/7/2022,DAL,HOU,1,1,DAL -3.0,DAL -3.0,DAL -3.0
1/7/2022,POR,CLE,0,0,POR 6.0,CLE -6,CLE -6
1/7/2022,TOR,UTA,1,1,TOR -13.5,TOR -13.5,TOR -13.5
1/7/2022,CLE,POR,1,0,CLE -6.0,CLE -6.0,POR 6
1/7/2022,LAL,ATL,1,1,LAL -1.5,LAL -1.5,LAL -1.5
1/7/2022,PHI,SAS,1,1,PHI -8.5,PHI -8.5,PHI -8.5
1/7/2022,HOU,DAL,0,0,HOU 3.0,DAL -3,DAL -3
1/7/2022,WAS,CHI,0,1,WAS 6.0,CHI -6,WAS 6.0
1/7/2022,UTA,TOR,0,1,UTA 13.5,TOR -13,UTA 13.5
1/7/2022,SAC,DEN,0,0,SAC 8.0,DEN -8,DEN -8
1/7/2022,MIN,OKC,1,1,MIN -5.0,MIN -5.0,MIN -5.0
1/7/2022,MIL,BRK,1,1,MIL 4.5,MIL 4.5,MIL 4.5
1/7/2022,BRK,MIL,0,0,BRK -4.5,MIL 4,MIL 4
1/7/2022,ATL,LAL,0,0,ATL 1.5,LAL -1,LAL -1
1/7/2022,SAS,PHI,0,0,SAS 8.5,PHI -8,PHI -8
1/7/2022,OKC,MIN,0,0,OKC 5.0,MIN -5,MIN -5
1/7/2022,DEN,SAC,1,0,DEN -8.0,DEN -8.0,SAC 8
1/6/2022,BOS,NYK,0,0,BOS -2.0,NYK 2,NYK 2
1/6/2022,PHO,LAC,1,1,PHO -10.5,PHO -10.5,PHO -10.5
1/6/2022,NYK,BOS,1,1,NYK 2.0,NYK 2.0,NYK 2.0
1/6/2022,DET,MEM,0,0,DET 13.5,MEM -13,MEM -13
1/6/2022,NOP,GSW,1,0,NOP -1.0,NOP -1.0,GSW 1
1/6/2022,GSW,NOP,0,0,GSW 1.0,NOP -1,NOP -1
1/6/2022,MEM,DET,1,1,MEM -13.5,MEM -13.5,MEM -13.5
1/6/2022,LAC,PHO,0,1,LAC 10.5,PHO -10,LAC 10.5
1/5/2022,POR,MIA,0,0,POR 2.5,MIA -2,MIA -2
1/5/2022,MIA,POR,1,0,MIA -2.5,MIA -2.5,POR 2
1/5/2022,ATL,SAC,1,0,ATL 1.5,ATL 1.5,SAC -1
1/5/2022,SAC,ATL,0,0,SAC -1.5,ATL 1,ATL 1
1/5/2022,GSW,DAL,0,0,GSW -4.5,DAL 4,DAL 4
1/5/2022,TOR,MIL,1,1,TOR 2.5,TOR 2.5,TOR 2.5
1/5/2022,DET,CHO,0,0,DET 10.5,CHO -10,CHO -10
1/5/2022,PHI,ORL,1,1,PHI -8.5,PHI -8.5,PHI -8.5
1/5/2022,HOU,WAS,1,0,HOU 7.5,HOU 7.5,WAS -7
1/5/2022,OKC,MIN,1,0,OKC 9.0,OKC 9.0,MIN -9
1/5/2022,BRK,IND,0,0,BRK -8.5,IND 8,IND 8
1/5/2022,IND,BRK,1,1,IND 8.5,IND 8.5,IND 8.5
1/5/2022,SAS,BOS,1,0,SAS 7.5,SAS 7.5,BOS -7
1/5/2022,UTA,DEN,1,1,UTA 1.0,UTA 1.0,UTA 1.0
1/5/2022,ORL,PHI,0,0,ORL 8.5,PHI -8,PHI -8
1/5/2022,WAS,HOU,0,0,WAS -7.5,HOU 7,HOU 7
1/5/2022,DAL,GSW,1,1,DAL 4.5,DAL 4.5,DAL 4.5
1/5/2022,MIL,TOR,0,1,MIL -2.5,TOR 2,MIL -2.5
1/5/2022,CHO,DET,1,0,CHO -10.5,CHO -10.5,DET 10
1/5/2022,DEN,UTA,0,1,DEN -1.0,UTA 1,DEN -1.0
1/5/2022,MIN,OKC,0,0,MIN -9.0,OKC 9,OKC 9
1/5/2022,BOS,SAS,0,0,BOS -7.5,SAS 7,SAS 7
1/4/2022,TOR,SAS,1,0,TOR -6.5,TOR -6.5,SAS 6
1/4/2022,CLE,MEM,0,0,CLE -3.5,MEM 3,MEM 3
1/4/2022,NOP,PHO,0,0,NOP 6.0,PHO -6,PHO -6
1/4/2022,SAC,LAL,0,1,SAC 6.5,LAL -6,SAC 6.5
1/4/2022,NYK,IND,1,0,NYK -3.5,NYK -3.5,IND 3
1/4/2022,PHO,NOP,1,1,PHO -6.0,PHO -6.0,PHO -6.0
1/4/2022,LAL,SAC,1,1,LAL -6.5,LAL -6.5,LAL -6.5
1/4/2022,MEM,CLE,1,1,MEM 3.5,MEM 3.5,MEM 3.5
1/4/2022,IND,NYK,0,0,IND 3.5,NYK -3,NYK -3
1/4/2022,SAS,TOR,0,1,SAS 6.5,TOR -6,SAS 6.5
1/3/2022,WAS,CHO,1,0,WAS -1.5,WAS -1.5,CHO 1
1/3/2022,UTA,NOP,1,0,UTA -8.5,UTA -8.5,NOP 8
1/3/2022,DAL,DEN,1,1,DAL -2.5,DAL -2.5,DAL -2.5
1/3/2022,POR,ATL,1,0,POR 4.0,POR 4.0,ATL -4
1/3/2022,NOP,UTA,0,1,NOP 8.5,UTA -8,NOP 8.5
1/3/2022,ATL,POR,0,0,ATL -4.0,POR 4,POR 4
1/3/2022,MIL,DET,0,0,MIL -17.0,DET 17,DET 17
1/3/2022,BRK,MEM,0,0,BRK -6.5,MEM 6,MEM 6
1/3/2022,LAC,MIN,0,0,LAC -3.5,MIN 3,MIN 3
1/3/2022,DET,MIL,1,1,DET 17.0,DET 17.0,DET 17.0
1/3/2022,PHI,HOU,1,0,PHI -13.0,PHI -13.0,HOU 13
1/3/2022,HOU,PHI,0,0,HOU 13.0,PHI -13,PHI -13
1/3/2022,CHO,WAS,0,0,CHO 1.5,WAS -1,WAS -1
1/3/2022,MIN,LAC,1,1,MIN 3.5,MIN 3.5,MIN 3.5
1/3/2022,ORL,CHI,1,0,ORL 13.5,ORL 13.5,CHI -13
1/3/2022,MIA,GSW,1,1,MIA 10.5,MIA 10.5,MIA 10.5
1/3/2022,MEM,BRK,1,1,MEM 6.5,MEM 6.5,MEM 6.5
1/3/2022,DEN,DAL,0,0,DEN 2.5,DAL -2,DAL -2
1/3/2022,CHI,ORL,1,1,CHI 1.5,CHI 1.5,CHI 1.5
1/3/2022,GSW,MIA,0,0,GSW -10.5,MIA 10,MIA 10
1/2/2022,LAL,MIN,0,1,LAL -7.5,MIN 7,LAL -7.5
1/2/2022,MIA,SAC,0,1,MIA -3.5,SAC 3,MIA -3.5
1/2/2022,SAC,MIA,1,0,SAC 3.5,SAC 3.5,MIA -3
1/2/2022,TOR,NYK,1,0,TOR -8.0,TOR -8.0,NYK 8
1/2/2022,CLE,IND,0,1,CLE -4.5,IND 4,CLE -4.5
1/2/2022,MIN,LAL,1,0,MIN 7.5,MIN 7.5,LAL -7
1/2/2022,BOS,ORL,0,0,BOS -10.0,ORL 10,ORL 10
1/2/2022,ORL,BOS,1,0,ORL 10.0,ORL 10.0,BOS -10
1/2/2022,IND,CLE,1,0,IND 4.5,IND 4.5,CLE -4
1/2/2022,DAL,OKC,0,0,DAL -10.0,OKC 10,OKC 10
1/2/2022,PHO,CHO,1,1,PHO -1.5,PHO -1.5,PHO -1.5
1/2/2022,NYK,TOR,0,1,NYK 8.0,TOR -8,NYK 8.0
1/2/2022,OKC,DAL,1,1,OKC 10.0,OKC 10.0,OKC 10.0
1/2/2022,CHO,PHO,0,1,CHO 1.5,PHO -1,CHO 1.5
1/1/2022,SAS,DET,0,0,SAS -6.5,DET 6,DET 6
1/1/2022,MIL,NOP,1,1,MIL -12.0,MIL -12.0,MIL -12.0
1/1/2022,GSW,UTA,1,1,GSW 5.0,GSW 5.0,GSW 5.0
1/1/2022,DEN,HOU,1,0,DEN -8.5,DEN -8.5,HOU 8
1/1/2022,WAS,CHI,1,1,WAS 2.0,WAS 2.0,WAS 2.0
1/1/2022,BRK,LAC,0,0,BRK -13.5,LAC 13,LAC 13
1/1/2022,NOP,MIL,0,1,NOP 12.0,MIL -12,NOP 12.0
1/1/2022,HOU,DEN,0,0,HOU 8.5,DEN -8,DEN -8
1/1/2022,LAC,BRK,1,1,LAC 13.5,LAC 13.5,LAC 13.5
1/1/2022,UTA,GSW,0,1,UTA -5.0,GSW 5,UTA -5.0
1/1/2022,DET,SAS,1,0,DET 6.5,DET 6.5,SAS -6
12/31/2021,IND,CHI,1,0,IND 3.0,IND 3.0,CHI -3
12/31/2021,CLE,ATL,0,1,CLE -2.0,ATL 2,CLE -2.0
12/31/2021,HOU,MIA,0,0,HOU 5.5,MIA -5,MIA -5
12/31/2021,LAC,TOR,0,1,LAC 6.5,TOR -6,LAC 6.5
12/31/2021,DAL,SAC,1,1,DAL -1.0,DAL -1.0,DAL -1.0
12/31/2021,POR,LAL,0,0,POR 5.5,LAL -5,LAL -5
12/31/2021,UTA,MIN,0,0,UTA -12.5,MIN 12,MIN 12
12/31/2021,MIA,HOU,1,1,MIA -5.5,MIA -5.5,MIA -5.5
12/31/2021,TOR,LAC,1,0,TOR -6.5,TOR -6.5,LAC 6
12/31/2021,NYK,OKC,0,0,NYK -2.5,OKC 2,OKC 2
12/31/2021,MEM,SAS,1,1,MEM -5.5,MEM -5.5,MEM -5.5
12/31/2021,OKC,NYK,1,0,OKC 2.5,OKC 2.5,NYK -2
12/31/2021,LAL,POR,1,0,LAL -5.5,LAL -5.5,POR 5
12/31/2021,MIN,UTA,1,1,MIN 12.5,MIN 12.5,MIN 12.5
12/31/2021,BOS,PHO,1,1,BOS 3.5,BOS 3.5,BOS 3.5
12/31/2021,ATL,CLE,1,0,ATL 2.0,ATL 2.0,CLE -2
